time,npos,epos,h,alpha,beta,phi,theta,psi,p,q,r,TAS,ail,ele,rud,thrust,ail_cmd,ele_cmd,rud_cmd,thrust_cmd,vn,ve,vh,mu,chi,nx,ny,nz,nx_ref,ny_ref,nz_ref,Fx,Fy,Fz,Mx,My,Mz,lon,lat,lef,lef_cmd,Cz,delta_Cz_lef,Czq,delta_Czq_lef,Cm,delta_Cm_lef,Cmq,delta_Cmq_lef,delta_Cm,delta_Cm_ds,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9
6.600000,1459.791158,1.543692,4822.595749,-0.517016,0.054293,6.475085,-13.075182,0.085531,0.309161,-1.639578,0.188014,248.882871,-0.356505,-1.060629,0.113365,72681.682259,-0.356505,-1.060629,0.113365,72681.682259,242.920067,0.850234,-54.155016,-12.567661,0.200538,0.586985,-0.006175,-0.298843,0.813215,0.103673,0.669017,-19155.496835,-563.081456,-27251.015147,4057.943438,437.741660,891.857996,122.425016,31.438150,0.000000,0.000000,0.016408,-0.071226,-29.500000,0.920550,-0.050649,0.033384,-5.266990,0.521950,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
6.700000,1484.083165,1.628715,4817.180247,-0.528260,0.058454,6.505966,-13.240214,0.085683,2.124525,-1.606340,0.276653,249.674778,0.425931,-1.066886,0.187239,72644.506361,0.425931,-1.066886,0.187239,72644.506361,243.545400,0.878121,-54.983737,-12.722039,0.206583,0.585032,-0.001295,-0.296728,0.814067,0.109000,0.670422,-19296.414644,-118.049802,-27058.107076,-6620.595575,521.136818,-1445.495005,122.425017,31.438369,0.000000,0.000000,0.017154,-0.071141,-29.500000,0.927522,-0.050625,0.033391,-5.262357,0.527865,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
6.800000,1508.437705,1.716527,4811.681874,-0.536500,0.053184,6.716291,-13.402965,0.094919,-0.836133,-1.566033,0.138155,250.467390,-0.850396,-1.067307,0.070026,72607.654124,-0.850396,-1.067307,0.070026,72607.654124,244.169599,0.909692,-55.816582,-12.876465,0.213463,0.583115,-0.009505,-0.296294,0.814913,0.104263,0.669795,-19434.446193,-866.768431,-27018.507836,10923.394616,475.101137,2395.617795,122.425018,31.438588,0.000000,0.000000,0.017675,-0.071087,-29.500000,0.932630,-0.050647,0.033394,-5.258962,0.532199,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
6.900000,1532.854665,1.807496,4806.100215,-0.541009,0.063382,6.633752,-13.560112,0.090310,4.049833,-1.530276,0.372960,251.260728,1.258079,-1.063588,0.266627,72571.124985,1.258079,-1.063588,0.266627,72571.124985,244.791493,0.936010,-56.650071,-13.030123,0.219081,0.581279,0.003968,-0.297604,0.815744,0.116270,0.668012,-19565.330090,361.805942,-27137.997884,-18247.685602,345.382278,-3995.849828,122.425019,31.438808,0.000000,0.000000,0.017908,-0.071045,-29.500000,0.935426,-0.050703,0.033399,-5.257104,0.534571,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7.000000,1557.333814,1.901097,4800.435208,-0.543332,0.048073,7.034167,-13.716490,0.109678,-4.111140,-1.502093,-0.013699,252.054877,-2.265539,-1.056153,-0.060402,72534.911580,-2.265539,-1.056153,-0.060402,72534.911580,245.415071,0.972390,-57.485706,-13.183366,0.227018,0.579404,-0.018973,-0.299831,0.816521,0.099996,0.664338,-19700.091111,-1730.085635,-27341.023817,30830.592936,149.291910,6784.312881,122.425020,31.439029,0.000000,0.000000,0.018009,-0.071043,-29.500000,0.936866,-0.050781,0.033396,-5.256147,0.535793,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7.100000,1581.875321,1.998336,4794.686638,-0.543327,0.075489,6.627772,-13.865469,0.089881,9.678619,-1.491214,0.647349,252.849755,3.692718,-1.049566,0.494297,72499.020773,3.692718,-1.049566,0.494297,72499.020773,246.037452,0.993632,-58.317470,-13.334801,0.231390,0.577628,0.019883,-0.302767,0.817271,0.131938,0.661606,-19826.154282,1813.072742,-27608.815272,-52717.513134,-13.172001,-11563.775888,122.425021,31.439250,0.000000,0.000000,0.017914,-0.071017,-29.500000,0.936863,-0.050855,0.033404,-5.256149,0.535790,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7.200000,1606.479066,2.097700,4788.854891,-0.544930,0.030671,7.584248,-14.021449,0.137060,-13.899298,-1.484572,-0.475511,253.645483,-6.501265,-1.040925,-0.458631,72463.439867,-6.501265,-1.040925,-0.458631,72463.439867,246.672166,1.043103,-59.154400,-13.486535,0.242285,0.575662,-0.047506,-0.304847,0.817947,0.080546,0.656870,-19969.861749,-4331.969691,-27798.482203,91167.486298,-204.949629,20140.477244,122.425022,31.439472,0.000000,0.000000,0.017999,-0.071048,-29.500000,0.937856,-0.050935,0.033392,-5.255489,0.536633,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7.300000,1631.146283,2.202010,4782.939451,-0.545346,0.109194,6.210687,-14.163113,0.070011,26.877453,-1.494937,1.481464,254.441786,11.139570,-1.038318,1.181032,72428.192938,11.139570,-1.038318,1.181032,72428.192938,247.321121,1.046423,-59.983341,-13.635533,0.242419,0.573969,0.069605,-0.307077,0.818653,0.174501,0.656835,-20088.917038,6347.144336,-28001.806839,-159545.128432,-261.891957,-35004.951708,122.425023,31.439694,0.000000,0.000000,0.017895,-0.070970,-29.500000,0.938115,-0.050984,0.033415,-5.255317,0.536852,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7.400000,1655.878395,2.306652,4776.941117,-0.553104,-0.026317,8.865745,-14.330710,0.201272,-44.479973,-1.470138,-1.921840,255.239087,-19.751780,-1.025705,-1.703340,72393.240713,-19.751780,-1.025705,-1.703340,72393.240713,248.057245,1.135477,-60.838231,-13.789637,0.262268,0.571930,-0.137535,-0.306810,0.819449,0.011789,0.650498,-20239.903703,-12541.570751,-27977.430256,282399.579987,-559.107944,62588.192751,122.425024,31.439917,0.000000,0.000000,0.018388,-0.070978,-29.500000,0.942924,-0.051118,0.033395,-5.252121,0.540933,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7.500000,1680.684120,2.420200,4770.857294,-0.557033,0.211497,4.472712,-14.454333,-0.013290,81.830330,-1.429821,4.151648,256.036920,21.500000,-1.016584,3.313489,72358.633180,21.500000,-1.016584,3.313489,72358.633180,248.996854,1.080769,-61.691868,-13.942564,0.248690,0.570669,0.145979,-0.309426,0.820278,0.221495,0.655971,-20320.295234,13311.602196,-28216.057917,-331410.577980,-844.248073,-75127.327977,122.425025,31.440140,0.000000,0.000000,0.018292,-0.070790,-29.500000,0.945360,-0.051271,0.033451,-5.250502,0.542999,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7.600000,1705.583805,2.528277,4764.688107,-0.584049,-0.235207,12.544100,-14.656729,0.388193,-66.411418,-1.129371,-3.036710,256.836567,-21.500000,-0.933149,-2.262625,72324.264313,-21.500000,-0.933149,-2.262625,72324.264313,250.728814,1.235308,-62.679578,-14.125380,0.282287,0.569877,-0.128136,-0.309753,0.822904,0.081987,0.634612,-20358.165982,-11684.497030,-28245.834859,325354.167271,-3097.116756,68179.892978,122.425027,31.440364,0.000000,0.000000,0.019291,-0.070442,-29.500000,0.962110,-0.052240,0.033475,-5.239372,0.557210,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7.700000,1730.656686,2.651808,4758.420149,-0.582224,0.155110,5.985355,-14.719276,0.059702,79.083902,-1.160970,3.697500,257.638604,21.500000,-0.939252,3.063950,72181.567187,21.500000,-0.939252,3.063950,72181.567187,251.594681,1.235722,-63.459852,-14.259468,0.281409,0.566494,0.150929,-0.312990,0.820577,0.251781,0.648919,-20523.975178,13762.919129,-28541.054263,-334028.019062,-2925.859448,-75315.898535,122.425028,31.440590,0.000000,0.000000,0.019261,-0.070662,-29.500000,0.960979,-0.052116,0.033449,-5.240124,0.556250,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7.800000,1755.816155,2.775380,4752.074164,-0.574835,-0.240378,13.801542,-14.897006,0.415493,-70.326850,-1.083983,-3.553994,258.439458,-21.500000,-0.908677,-2.717838,71950.183629,-21.500000,-0.908677,-2.717838,71950.183629,252.721001,1.394332,-64.331409,-14.413763,0.316114,0.562895,-0.137195,-0.321059,0.819977,0.093347,0.617428,-20620.754941,-12510.529609,-29276.855387,331428.097622,-3768.060815,72993.065051,122.425029,31.440817,0.000000,0.000000,0.018502,-0.070501,-29.500000,0.956398,-0.052457,0.033471,-5.243168,0.552363,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
7.900000,1781.088255,2.914813,4745.641023,-0.574799,0.207060,6.863255,-14.939900,0.033569,77.908742,-1.101808,3.543621,259.239543,21.500000,-0.885080,2.775138,71719.387081,21.500000,-0.885080,2.775138,71719.387081,253.414633,1.400847,-65.037551,-14.529486,0.316721,0.559084,0.141524,-0.325760,0.816889,0.256985,0.633513,-20737.508662,12905.370052,-29705.524452,-338791.459199,-4272.348757,-72793.021073,122.425031,31.441045,0.000000,0.000000,0.018259,-0.070666,-29.500000,0.956376,-0.052649,0.033460,-5.243183,0.552344,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8.000000,1806.429718,3.054898,4739.137268,-0.572071,-0.170130,14.568564,-15.113967,0.372707,-73.608000,-1.148517,-3.579350,260.037792,-21.500000,-0.876713,-2.915034,71489.436279,-21.500000,-0.876713,-2.915034,71489.436279,254.293000,1.558989,-65.848728,-14.668583,0.351258,0.554827,-0.150903,-0.327719,0.815567,0.091935,0.606650,-20895.691856,-13760.564052,-29884.098876,337214.615163,-4434.092683,76664.649791,122.425032,31.441273,0.000000,0.000000,0.018125,-0.070626,-29.500000,0.954684,-0.052739,0.033448,-5.244307,0.550910,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8.100000,1831.859018,3.210797,4732.552395,-0.573825,0.282207,7.303862,-15.158826,-0.013918,77.232396,-1.208592,3.794046,260.834114,21.500000,-0.878845,2.850226,71260.420386,21.500000,-0.878845,2.850226,71260.420386,254.964667,1.560922,-66.534565,-14.778553,0.350767,0.551086,0.136231,-0.329143,0.812581,0.258939,0.628230,-21007.858742,12422.710143,-30013.981997,-343121.812639,-4323.899650,-73108.661039,122.425034,31.441502,0.000000,0.000000,0.018042,-0.070602,-29.500000,0.955771,-0.052730,0.033481,-5.243584,0.551832,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8.200000,1857.355485,3.366889,4725.898939,-0.593458,-0.119315,14.936082,-15.350547,0.347717,-76.216192,-1.227523,-3.370499,261.628825,-21.500000,-0.871715,-2.858997,71032.158514,-21.500000,-0.871715,-2.858997,71032.158514,255.716077,1.725774,-67.308698,-14.908011,0.386671,0.546496,-0.157529,-0.321044,0.811220,0.091017,0.610700,-21198.140586,-14364.822853,-29275.416230,343395.542808,-4463.091667,77787.323041,122.425035,31.441732,0.000000,0.000000,0.019461,-0.070548,-29.500000,0.967944,-0.052838,0.033445,-5.235495,0.562159,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8.300000,1882.927092,3.539466,4719.168069,-0.596925,0.317145,7.406856,-15.405667,-0.019863,77.387476,-1.312871,4.109535,262.420871,21.500000,-0.911086,3.064291,70805.052835,21.500000,-0.911086,3.064291,70805.052835,256.401883,1.723463,-68.005626,-15.019464,0.385121,0.542492,0.138474,-0.318703,0.808144,0.262756,0.637322,-21336.122739,12627.194920,-29061.952842,-347382.338542,-3479.145479,-75556.675070,122.425037,31.441962,0.000000,0.000000,0.019709,-0.070404,-29.500000,0.970093,-0.052494,0.033505,-5.234067,0.563982,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8.400000,1908.567281,3.711813,4712.367506,-0.630486,-0.118795,15.045894,-15.614426,0.371890,-77.976489,-1.226591,-3.238165,263.211251,-21.500000,-0.892063,-2.741069,70578.721709,-21.500000,-0.892063,-2.741069,70578.721709,257.088748,1.896053,-68.766983,-15.144932,0.422554,0.538013,-0.156890,-0.306771,0.807176,0.093123,0.623307,-21518.216223,-14306.504508,-27973.904488,349553.428311,-4028.448420,77662.824472,122.425039,31.442193,0.000000,0.000000,0.021935,-0.070282,-29.500000,0.990901,-0.052757,0.033465,-5.220240,0.581636,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8.500000,1934.276155,3.901418,4705.490808,-0.632100,0.311640,7.338580,-15.671893,0.017325,78.371455,-1.294743,4.273568,263.998938,21.500000,-0.942905,3.222932,70353.545213,21.500000,-0.942905,3.222932,70353.545213,257.778037,1.894423,-69.480527,-15.259126,0.421062,0.533843,0.144395,-0.304849,0.803971,0.267379,0.650089,-21673.317907,13167.129869,-27798.629121,-352134.518323,-2795.860090,-78297.506746,122.425041,31.442425,0.000000,0.000000,0.022176,-0.070157,-29.500000,0.991902,-0.052293,0.033525,-5.219575,0.582485,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8.600000,1960.053959,4.090860,4698.542755,-0.661577,-0.145855,15.069898,-15.881922,0.426770,-79.129568,-1.133066,-3.291109,264.784852,-21.500000,-0.908786,-2.722938,70129.184137,-21.500000,-0.908786,-2.722938,70129.184137,258.441734,2.070735,-70.244376,-15.384096,0.459066,0.529685,-0.154940,-0.297214,0.803341,0.095133,0.631536,-21828.091024,-14128.698084,-27102.394445,355238.524650,-3819.588551,78122.893551,122.425043,31.442657,0.000000,0.000000,0.023981,-0.070018,-29.500000,1.010178,-0.052704,0.033491,-5.207430,0.597990,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8.700000,1985.898132,4.297934,4691.518318,-0.656725,0.295837,7.249603,-15.929384,0.068258,79.755681,-1.177676,4.298597,265.568439,21.500000,-0.944939,3.277064,69905.851929,21.500000,-0.944939,3.277064,69905.851929,259.120133,2.073423,-70.961954,-15.498181,0.458459,0.525601,0.149299,-0.299833,0.800054,0.270646,0.654080,-21977.168365,13614.335087,-27341.263969,-357466.855190,-2950.288607,-80209.126776,122.425045,31.442890,0.000000,0.000000,0.023743,-0.069995,-29.500000,1.007169,-0.052351,0.033534,-5.209429,0.595437,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8.800000,2011.810146,4.505276,4684.422122,-0.672911,-0.168697,15.116331,-16.128265,0.483210,-80.135709,-1.021143,-3.440983,266.350271,-21.500000,-0.901204,-2.794694,69683.327193,-21.500000,-0.901204,-2.794694,69683.327193,259.782727,2.250308,-71.727807,-15.622545,0.496299,0.521676,-0.155428,-0.298986,0.799464,0.095088,0.628416,-22112.632621,-14173.205640,-27264.031162,360579.853357,-4223.619747,79530.409375,122.425047,31.443123,0.000000,0.000000,0.024596,-0.069902,-29.500000,1.017205,-0.052828,0.033505,-5.202761,0.603951,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8.900000,2037.788418,4.730307,4677.249341,-0.661689,0.290678,7.200246,-16.161857,0.111212,81.140060,-1.075551,4.290226,267.130073,21.500000,-0.920164,3.279847,69461.728258,21.500000,-0.920164,3.279847,69461.728258,260.449546,2.257555,-72.434878,-15.733280,0.496623,0.517754,0.151725,-0.305677,0.796106,0.272109,0.647228,-22248.653618,13835.563743,-27874.148380,-363105.869273,-3738.401387,-81364.923969,122.425050,31.443357,0.000000,0.000000,0.023844,-0.069964,-29.500000,1.010247,-0.052614,0.033536,-5.207384,0.598049,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.000000,2063.833373,4.956062,4670.005854,-0.669850,-0.175306,15.203594,-16.350688,0.527777,-81.273164,-0.976696,-3.574545,267.908175,-21.500000,-0.877515,-2.895339,69240.908506,-21.500000,-0.877515,-2.895339,69240.908506,261.115912,2.436061,-73.194592,-15.855237,0.534521,0.513826,-0.158609,-0.307343,0.795341,0.093034,0.618629,-22386.037247,-14463.291934,-28026.076239,365865.077914,-4929.198208,81468.658667,122.425052,31.443592,0.000000,0.000000,0.024195,-0.069914,-29.500000,1.015307,-0.053058,0.033505,-5.204022,0.602341,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.100000,2089.944964,5.199668,4662.686394,-0.658252,0.297813,7.178517,-16.377124,0.142586,82.371800,-1.065379,4.326482,268.684219,21.500000,-0.895092,3.298208,69021.015982,21.500000,-0.895092,3.298208,69021.015982,261.778196,2.444774,-73.886039,-15.961544,0.535076,0.509930,0.152942,-0.313643,0.791888,0.272833,0.638263,-22521.404691,13946.546751,-28600.577786,-368738.595042,-4419.937628,-82420.687039,122.425055,31.443827,0.000000,0.000000,0.023404,-0.069982,-29.500000,1.008116,-0.052855,0.033536,-5.208800,0.596241,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.200000,2116.122784,5.444146,4655.297790,-0.669682,-0.172910,15.302614,-16.565934,0.563393,-82.559509,-1.010437,-3.647559,269.458502,-21.500000,-0.861762,-2.968210,68801.910055,-21.500000,-0.861762,-2.968210,68801.910055,262.443334,2.628120,-74.635743,-16.080293,0.573744,0.505837,-0.162384,-0.311998,0.790956,0.090578,0.612511,-22675.493290,-14807.547556,-28450.590228,371316.344060,-5332.572277,83284.491891,122.425057,31.444063,0.000000,0.000000,0.024051,-0.069919,-29.500000,1.015203,-0.053214,0.033504,-5.204091,0.602253,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.300000,2142.367117,5.706958,4647.834216,-0.663496,0.308371,7.152472,-16.594022,0.169599,83.527831,-1.118305,4.407903,270.230472,21.500000,-0.891585,3.350370,68583.807778,21.500000,-0.891585,3.350370,68583.807778,263.105823,2.634960,-75.317495,-16.183573,0.573788,0.501818,0.154520,-0.314396,0.787406,0.273845,0.636498,-22823.892980,14090.416737,-28669.266014,-374272.424240,-4485.278080,-83783.764194,122.425060,31.444299,0.000000,0.000000,0.023685,-0.069935,-29.500000,1.011368,-0.052911,0.033542,-5.206640,0.598999,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.400000,2168.677700,5.970454,4640.302467,-0.683434,-0.172716,15.388755,-16.789825,0.598041,-83.879424,-1.054394,-3.688707,271.000522,-21.500000,-0.866529,-3.005822,68366.536114,-21.500000,-0.866529,-3.005822,68366.536114,263.764329,2.824291,-76.061523,-16.300154,0.613479,0.497593,-0.165148,-0.307959,0.786454,0.088907,0.615087,-22991.929572,-15059.560503,-28082.292778,376946.720445,-5209.470022,84745.076862,122.425063,31.444536,0.000000,0.000000,0.024945,-0.069820,-29.500000,1.023729,-0.053212,0.033512,-5.198425,0.609487,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.500000,2195.054132,6.252883,4632.696314,-0.682134,0.315794,7.109447,-16.821279,0.198664,84.727699,-1.145823,4.497350,271.768052,21.500000,-0.906726,3.416027,68150.331104,21.500000,-0.906726,3.416027,68150.331104,264.425803,2.828543,-76.742468,-16.402435,0.612865,0.493467,0.156865,-0.307557,0.782855,0.275334,0.642295,-23151.900727,14304.211400,-28045.605734,-379797.332726,-4116.444825,-85397.119919,122.425066,31.444774,0.000000,0.000000,0.024964,-0.069794,-29.500000,1.022923,-0.052825,0.033556,-5.198961,0.608802,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.600000,2221.496713,6.535737,4625.022068,-0.706023,-0.178400,15.461764,-17.021638,0.636177,-85.153296,-1.038592,-3.741096,272.533559,-21.500000,-0.880935,-3.035876,67934.987806,-21.500000,-0.880935,-3.035876,67934.987806,265.076896,3.021821,-77.486837,-16.518227,0.653132,0.489271,-0.166998,-0.299945,0.782004,0.087918,0.621643,-23319.230428,-15228.298268,-27351.468476,382645.887568,-4927.562145,86067.755355,122.425069,31.445012,0.000000,0.000000,0.026466,-0.069649,-29.500000,1.037734,-0.053145,0.033527,-5.189118,0.621368,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.700000,2248.004402,6.837919,4617.273384,-0.703637,0.319945,7.057924,-17.050448,0.231255,86.003354,-1.099921,4.573224,273.296549,21.500000,-0.919536,3.476012,67720.706434,21.500000,-0.919536,3.476012,67720.706434,265.734081,3.025667,-78.169674,-16.620134,0.652346,0.485183,0.159531,-0.300903,0.778396,0.277003,0.647900,-23477.748809,14547.334832,-27438.809796,-385410.208689,-3908.223950,-87043.636286,122.425072,31.445251,0.000000,0.000000,0.026404,-0.069636,-29.500000,1.036255,-0.052771,0.033570,-5.190102,0.620113,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.800000,2274.577810,7.140486,4609.456417,-0.723751,-0.186552,15.533742,-17.247867,0.677989,-86.390992,-0.963037,-3.817794,274.057559,-21.500000,-0.885020,-3.079636,67507.269741,-21.500000,-0.885020,-3.079636,67507.269741,266.380789,3.220558,-78.914350,-16.735151,0.692675,0.481137,-0.168830,-0.296348,0.777643,0.086933,0.623798,-23633.244698,-15395.339311,-27023.460790,388344.829548,-4997.620193,87505.386914,122.425075,31.445490,0.000000,0.000000,0.027593,-0.069509,-29.500000,1.048726,-0.053167,0.033539,-5.181815,0.630693,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.900000,2301.215889,7.462542,4601.564982,-0.715607,0.323392,7.009312,-17.267689,0.266248,87.315907,-1.017305,4.639215,274.816203,21.500000,-0.914766,3.528509,67294.841008,21.500000,-0.914766,3.528509,67294.841008,267.033104,3.226679,-79.593859,-16.835554,0.692296,0.477172,0.162102,-0.301127,0.774009,0.278632,0.646664,-23782.322999,14781.767858,-27459.261839,-391128.665202,-4206.800577,-88623.081180,122.425078,31.445730,0.000000,0.000000,0.027101,-0.069547,-29.500000,1.043676,-0.052860,0.033578,-5.185170,0.626409,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
